Name,Price,Relative Price,Units,Supermarket,Link,Image
"Tesco Finest Butter with Garlic, Herb & Onion 90g",1.7,18.89,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317414786,https://digitalcontent.api.tesco.com/v2/media/ghs/bf1867d2-d25f-4cfb-95d5-4eff2ef6fc1b/5b2c3459-9a71-4bfc-bfb3-097ec142c2b2_256450672.jpeg?h=225&w=225
"Tesco Finest Butter With Smoked Paprika, Chilli, Garlic & Smoked Salt 90g",1.7,18.89,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317064220,https://digitalcontent.api.tesco.com/v2/media/ghs/bca2b07b-a4fd-4a7b-9b1d-766d165c7b22/91bc6088-af69-4773-90d6-c9c6c6bda4dd_928374489.jpeg?h=225&w=225
"Tesco Finest Deli Butter with Truffle Flavoured Olive Oil, Black Pepper, Garlic & Onion 90g",1.7,18.89,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317291590,https://digitalcontent.api.tesco.com/v2/media/ghs/12ed169a-1fc8-4db2-a161-5516d0e828b2/d0ad424d-3e54-4a63-ba2c-356380574188_1079814378.jpeg?h=225&w=225
Tesco Finest Vintage Cheddar Cheese 500g,5.5,11.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317549148,https://digitalcontent.api.tesco.com/v2/media/ghs/fbecaf9e-9522-43c5-bccc-069400e6e142/74cd99cb-b2fc-4ec6-bf77-12f8c194bdc4_1956354087.jpeg?h=225&w=225
Tesco Finest Extra Mature Cheddar Cheese 550g,5.5,10.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317555774,https://digitalcontent.api.tesco.com/v2/media/ghs/06351a0e-261f-4e38-b496-f65b3e51f148/18d18ece-128e-407f-90b6-cf90ba71a2af_1488996938.jpeg?h=225&w=225
Tesco Finest Vintage Red Fox Cheese 200g,3.5,17.5,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317199953,https://digitalcontent.api.tesco.com/v2/media/ghs/12344186-b830-4226-bcde-661934a3476b/fabd4567-02fe-4e64-bbac-6a6246eb0907_558533818.jpeg?h=225&w=225
Tesco 2 Cheese and Bacon Chicken Kievs 260g,3.1,11.92,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/315383853,https://digitalcontent.api.tesco.com/v2/media/ghs/9a1f1908-5803-44e8-abe2-d65f32e528d2/325e126f-30ef-4c42-a3ac-66f4431730ec.jpeg?h=225&w=225
Premier Deli Cooked Ham Trimmings 400G,2.95,7.4,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314107573,https://digitalcontent.api.tesco.com/v2/media/ghs/b4f5e39d-ec3d-436a-a6ea-4649a838578c/36fd3c02-ab5d-4c62-b84b-aedd1bfaef23.jpeg?h=225&w=225
Tesco Finest Wiltshire Cured Ham 240g,5.0,20.8,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316053511,https://digitalcontent.api.tesco.com/v2/media/ghs/7ada8d62-2a9e-4f71-960c-bad3f2364e8a/64239546-4414-4c38-ba08-b4fc0e4c3e15.jpeg?h=225&w=225
St Ewe Free Range Rich Yolk Mixed Weight 10 Pack,3.95,0.4,per_unit,Tesco,https://www.tesco.com/groceries/en-GB/products/316794814,https://digitalcontent.api.tesco.com/v2/media/ghs/4d51d769-e59b-4bac-883b-cf45e2a4db3f/f608d23c-dc6b-46ae-af3d-a52123556635.jpeg?h=225&w=225
Tesco Garlic & Herb Chicken Kievs 375g,4.5,12.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/315467680,https://digitalcontent.api.tesco.com/v2/media/ghs/00737005-8c70-45f3-87a8-d5341deb7e48/9caacfdd-82a1-4fbd-9c1f-12126e793e25.jpeg?h=225&w=225
Tesco Finest Italian Burrata 250G,2.85,19.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/312827121,https://digitalcontent.api.tesco.com/v2/media/ghs/a64fd5d2-6089-4350-94bb-f5005c5b4c4e/a5e6d99d-5453-494a-9f75-3758a9166798.jpeg?h=225&w=225
St Ewe Original Large Free Range Eggs 10 Pack,3.65,0.36,per_unit,Tesco,https://www.tesco.com/groceries/en-GB/products/316810278,https://digitalcontent.api.tesco.com/v2/media/ghs/11943462-a7bb-46c7-8803-dc5874ec02a0/0cf6a8f8-40ff-4a0d-99ee-daafe3eb09db.jpeg?h=225&w=225
Tesco 2 Garlic and Herb Chicken Kievs 270g,3.1,11.48,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/315573974,https://digitalcontent.api.tesco.com/v2/media/ghs/bdb990dd-3028-4985-bd0f-2bf2cf8ded12/ec94963e-2896-44ce-913e-308c0f7f96b4.jpeg?h=225&w=225
Tesco 5 Pork & Egg Roll Slices 125g,1.75,14.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/315860980,https://digitalcontent.api.tesco.com/v2/media/ghs/f591bcf4-98b6-4ad0-a905-60d8f220375a/4ecc19f4-33c0-4391-bcc3-7f8e45b0e3a9.jpeg?h=225&w=225
Tesco Finest Italian Smoked Scamorza Mozzarella 180G,2.65,14.72,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314942735,https://digitalcontent.api.tesco.com/v2/media/ghs/461d5e32-b04d-47f5-863a-c12e2f279495/3243d433-6ada-491f-9253-addba579178e_745284849.jpeg?h=225&w=225
Tesco Large Pack Shortcrust Pastry 475G,2.0,4.21,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/312839631,https://digitalcontent.api.tesco.com/v2/media/ghs/0d14216a-081c-4664-b93d-21ddd3cd0953/73dd6bc4-16b9-469e-af60-0a9e7389c6bc.jpeg?h=225&w=225
Tesco Finest Finely Sliced Wiltshire Cured Ham 120g,3.25,27.1,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316055745,https://digitalcontent.api.tesco.com/v2/media/ghs/1db56736-25f6-40bc-bec0-1ce106d6f2c1/ebe4e175-0bbf-490d-a08c-d00639c77985.jpeg?h=225&w=225
Tesco Finest Dry Cured Finely Sliced Ham 130g,4.0,30.8,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317538927,https://digitalcontent.api.tesco.com/v2/media/ghs/8fbb232b-592f-4f58-ab02-d87dc12a495b/94a4d96f-d40d-429f-ad82-c05f03205f02.jpeg?h=225&w=225
Tesco Finest Roast Dry Cured Ham 120g,3.25,27.1,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/315972755,https://digitalcontent.api.tesco.com/v2/media/ghs/24b1149e-7ced-4e2f-a94c-eee9a52bc509/074bb91f-29ce-4371-a28f-9f4521cd8b50.jpeg?h=225&w=225
Tesco Finest 2 Thick Whole Slices Roast Ham 120g,3.25,27.1,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316071282,https://digitalcontent.api.tesco.com/v2/media/ghs/036abeec-a181-4697-8f0f-09f309488dbc/cefae745-1058-46a0-a471-3cdd75b6e535.jpeg?h=225&w=225
Tesco British Cooked Ham 120g,2.0,16.7,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316177140,https://digitalcontent.api.tesco.com/v2/media/ghs/3908d350-a830-4e44-b154-8273911bc1fb/9451e1c7-9441-4897-84c8-60887ddb708a.jpeg?h=225&w=225
Leerdammer Original Grated Cheese 160g,2.35,14.69,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/313854109,https://digitalcontent.api.tesco.com/v2/media/ghs/84ccb587-c185-4565-806d-a73f6730ffc1/fce23b29-fc5c-4c0e-8922-be05f6a5e14c_816718151.jpeg?h=225&w=225
St. Ewe Opulent Large Rich Yolk Eggs 6 Pack,2.95,0.49,per_unit,Tesco,https://www.tesco.com/groceries/en-GB/products/315445078,https://digitalcontent.api.tesco.com/v2/media/ghs/b2e717c2-1fe1-420e-aea2-827495f8cea0/7816c412-0638-4cc6-b873-89846f7e03c7.jpeg?h=225&w=225
Tesco Ready Rolled Shortcrust Savoury Pastry 320G,1.35,4.22,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/313851697,https://digitalcontent.api.tesco.com/v2/media/ghs/5850c50b-fabf-4d77-90f4-d335f8f18b05/711c62cc-8123-419c-8be5-c660d209108c.jpeg?h=225&w=225
Tesco British Wafer Thin Cooked Ham 120g,2.0,16.7,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316198881,https://digitalcontent.api.tesco.com/v2/media/ghs/4a84ebb9-a1a2-4a61-83eb-7385b0798255/49e5a447-437f-4af8-ba01-d6512d660e07.jpeg?h=225&w=225
Tesco Finest Dry Cured Old English Ham 130g,4.0,30.8,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317197788,https://digitalcontent.api.tesco.com/v2/media/ghs/2b77bbe8-d034-45fd-add6-677b205edfa9/6b95282e-591a-4e3e-a302-29b5ce5bcd80.jpeg?h=225&w=225
Tesco Finest Abondance AOP Cheese 180g,4.0,22.2,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317547634,https://digitalcontent.api.tesco.com/v2/media/ghs/b506bb03-37b0-4d4c-888d-843017a1054c/6f960f8b-96a7-4fbf-9b81-135bb100e438.jpeg?h=225&w=225
Tesco British Thick Cut Lean Ham on the Bone 120g,2.0,16.7,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316064247,https://digitalcontent.api.tesco.com/v2/media/ghs/3792c205-48af-4fcc-8491-f7341c2fd751/7d279b69-a04d-438e-a926-5a9134f57558.jpeg?h=225&w=225
Tesco Finest Roquefort 100G,3.0,30.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/313833031,https://digitalcontent.api.tesco.com/v2/media/ghs/8ed40a6b-6e17-47f2-aab6-97f9b81279e9/6ff86aea-95a5-4a69-83f4-7ebccbffd360_1509657062.jpeg?h=225&w=225
Tesco Finest Wiltshire Crumbed Ham 120g,3.25,27.1,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/315754841,https://digitalcontent.api.tesco.com/v2/media/ghs/6f88cdc0-4c02-4cef-8f83-4043801044d7/75d08741-cca3-4c4d-9393-53b319f43df2.jpeg?h=225&w=225
Tesco Finest Dry Cured Cooked Ham Slices 130g,4.0,30.8,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317542720,https://digitalcontent.api.tesco.com/v2/media/ghs/ffbbd75e-f02a-4479-acde-fe94059fde8c/29308ae4-4887-4a30-8846-d37bf05b9886.jpeg?h=225&w=225
Tesco Finest Mozzarella Di Bufala Campana PDO 200g,2.35,11.75,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317555244,https://digitalcontent.api.tesco.com/v2/media/ghs/360c077d-c043-4b3b-a11f-d5e4a9c0d441/b952d548-3271-4822-b44e-3f8f0b82c5ce.jpeg?h=225&w=225
Tesco British Crumbed Ham 120g,2.0,16.7,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316060787,https://digitalcontent.api.tesco.com/v2/media/ghs/9e693fce-a376-4ffc-8b3e-bf6597485e95/e60509ce-6e03-4ef0-97d2-f095fbb9f536.jpeg?h=225&w=225
Tesco Finest Brillat Savarin Affine IGP Triple Cream Cheese 200g,4.5,22.5,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317555083,https://digitalcontent.api.tesco.com/v2/media/ghs/0f88cfa6-e854-4209-8bba-b1b68e949d1c/d6ac25ab-295c-4bbd-bd6e-f92487977364.jpeg?h=225&w=225
Tesco Vegetable Samosa 110g,1.75,15.9,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316808944,https://digitalcontent.api.tesco.com/v2/media/ghs/79de5f9e-7dd1-4f81-bdb0-ae72d9ec35fa/e164ddeb-9322-4706-8c10-55f9a581945d.jpeg?h=225&w=225
Boursin Truffle Flavoured Soft Cheese 150g,2.95,19.67,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316553294,https://digitalcontent.api.tesco.com/v2/media/ghs/d87d0bca-314e-4983-9d6e-875ecf984f23/7b0ad10a-c48b-4a01-8285-ff4c94308ed5.jpeg?h=225&w=225
Tesco 4 Southern Fried Chicken Steaks 505g,3.6,7.13,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/315349601,https://digitalcontent.api.tesco.com/v2/media/ghs/a43a8ee9-3ade-4b77-b1ac-51a09ac03128/0ba26d61-65a4-4851-9664-f86c2b0d8b87.jpeg?h=225&w=225
Tesco Reduced Fat Mozzarella 200g,1.45,11.6,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314589871,https://digitalcontent.api.tesco.com/v2/media/ghs/e415ecb0-5636-454c-829a-50bc14a7717b/31f90205-b04a-4637-8318-c4756c9907d2.jpeg?h=225&w=225
Soreen Banana Loaf 2 Slices 45g,1.3,28.9,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316946152,https://digitalcontent.api.tesco.com/v2/media/ghs/7fe6a059-1fdf-439c-a39e-57ad7fae60f0/a94dbf78-f4c7-4ff8-a229-5471c1b07de4.jpeg?h=225&w=225
Ginsters Butter Chicken Bake 117G,1.5,12.8,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317292151,https://digitalcontent.api.tesco.com/v2/media/ghs/dbaceb50-3218-4a8e-b532-90cfa445ec80/ab7ab0b1-3b89-4127-9db5-d493e4a7308b.jpeg?h=225&w=225
Tesco Mozzarella 200g,1.3,10.4,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314602620,https://digitalcontent.api.tesco.com/v2/media/ghs/f61b1fb9-a30c-4587-9e5d-8eb69858bcea/c85cdca8-9e54-4b0b-a56b-5623a42988f7.jpeg?h=225&w=225
Cheetos Twisted Sweet & Spicy Flamin' Hot Crisps 38g,1.0,26.3,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317207513,https://digitalcontent.api.tesco.com/v2/media/ghs/17e831e7-2917-4a5c-bc93-a88783d06d49/4932d0be-fad6-4723-a60f-452f621cd536_544620577.jpeg?h=225&w=225
Doritos Cool Original Grab Bag Crisps 48g,1.1,22.9,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317055611,https://digitalcontent.api.tesco.com/v2/media/ghs/08d2988e-d065-4ae5-bfe7-ce71e2f4cecc/ca052218-c9c9-49e6-bf80-7254c21138c8_1519664758.jpeg?h=225&w=225
Cheez-It Double Cheese 40g,1.0,25.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316807951,https://digitalcontent.api.tesco.com/v2/media/ghs/49ca432c-6634-4def-9d81-576338097315/a8b0ff8a-6df2-4a18-804d-9b0478c451f5_572286682.jpeg?h=225&w=225
Tesco Carrot & Houmous 100g,1.3,13.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317423357,https://digitalcontent.api.tesco.com/v2/media/ghs/69ff5b30-8434-46d7-a14f-216c15a8582e/61b8aca6-815c-4354-b397-175173ab2aed.jpeg?h=225&w=225
Wall's Large Pork Sausage Roll 100g,1.3,13.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316196217,https://digitalcontent.api.tesco.com/v2/media/ghs/81abfba0-08fb-4718-8393-2a8ea62f5615/d5c2be89-8b35-460b-bdf2-5d39839a68e5.jpeg?h=225&w=225
The Gym Kitchen Chicken Tikka Bites 45g,1.3,28.9,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316290483,https://digitalcontent.api.tesco.com/v2/media/ghs/52645c80-4312-4b79-a477-0e4c94625728/a5a7bc7b-d4b3-4d4f-a352-ba5193d0efe3.jpeg?h=225&w=225
Tesco Falafel & Houmous 85g,1.3,15.3,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317761092,https://digitalcontent.api.tesco.com/v2/media/ghs/7ef465e2-f340-4873-bc43-54ca6bee910f/73281075-2cf0-463c-9c97-56e4d5cfbb8f.jpeg?h=225&w=225
Forest Feast Dark Chocolate Cashews 40 g,1.35,33.75,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314711479,https://digitalcontent.api.tesco.com/v2/media/ghs/b8d704ce-145d-4219-b87c-bbd3950fd821/98813fd1-bdce-4e4a-aa5b-4df6c1ab351f_1808232230.jpeg?h=225&w=225
Wall's Large Cheese & Onion Roll 100g,1.3,13.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317654294,https://digitalcontent.api.tesco.com/v2/media/ghs/bdfe43b2-7986-476d-97c0-e97698c2bfba/75b85a7a-7cae-4ea0-8908-cb0d5d119efe.jpeg?h=225&w=225
Oreo Original 66G,0.8,12.1,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/263830565,https://digitalcontent.api.tesco.com/v2/media/ghs/74a67669-03bb-414a-8d7e-91d8b08a6827/7c8a73ab-a466-487d-b9cd-03aebba08a96_302176688.jpeg?h=225&w=225
Tesco Finest Dry Cured Crumbed Ham 130g,3.2,24.6,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317296383,https://digitalcontent.api.tesco.com/v2/media/ghs/c46133a8-56b4-4d7d-a9a0-80b9641b83e4/bf8391c9-562a-4d07-a35f-d58e91be6ad1.jpeg?h=225&w=225
Tesco Chicken Poppers With Tomato Ketchup 75g,1.3,17.3,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316551137,https://digitalcontent.api.tesco.com/v2/media/ghs/7336171c-b2f9-4140-86bc-395cd4abce6f/e94b8418-dc54-4bfe-9abb-a870a7907d1d.jpeg?h=225&w=225
Walls Single Scotch egg 113g,1.3,11.5,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/315736304,https://digitalcontent.api.tesco.com/v2/media/ghs/36f4da15-1e5f-4077-91ae-8c37a27a15f1/29e1354d-3705-4b83-beac-e2eb4a3ad73c.jpeg?h=225&w=225
Tesco Mini Savoury Eggs 65g,1.3,20.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316786496,https://digitalcontent.api.tesco.com/v2/media/ghs/391b5fd1-a1e6-4007-b274-877fb131eb69/dc90b8f6-236c-4ab1-ad3f-c4344d49c3c6.jpeg?h=225&w=225
"Strings & Things, Meal Deal Cheestrings Twin Pack, 40g",1.3,32.5,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/316075554,https://digitalcontent.api.tesco.com/v2/media/ghs/4eb97f8a-36d2-4c32-98f5-b31cbb8f54de/f007fdb4-55da-4480-ab2b-3b84deeb501f_1281839459.jpeg?h=225&w=225
Tesco Chantenay Carrots 400g,1.05,2.62,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/315469741,https://digitalcontent.api.tesco.com/v2/media/ghs/6356810b-10ae-499d-b4d2-d614249e4303/e64d975f-7cdf-49fd-aefc-10d6d9f3c1c5.jpeg?h=225&w=225
Rude Health Organic Brown Rice Longlife Dairy Free Drink 1L,2.3,2.3,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/288500532,https://digitalcontent.api.tesco.com/v2/media/ghs/284cfb80-fdfc-4a1f-a7a3-24759853fa03/385b7d04-d421-402e-9ece-f7fc42f27ec1.jpeg?h=225&w=225
The Original Oatly Semi Oat Long Life Drink 1L,2.0,2.0,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/314325775,https://digitalcontent.api.tesco.com/v2/media/ghs/8927a19e-9344-459d-813b-d9f6f0abb8ad/da756a30-31a4-4c23-8a30-644de21d6e1f_1898239726.jpeg?h=225&w=225
The Original Oatly Whole Oat Long Life Drink 1L,2.0,2.0,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/314315257,https://digitalcontent.api.tesco.com/v2/media/ghs/8e79f28f-5359-4af8-9369-9bbbdbaef720/37695bab-71c7-4b3a-945f-ec3ec1952f1e_1871553797.jpeg?h=225&w=225
Costa Coffee Oat Latte Iced Coffee 750ml,3.55,4.73,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/314590690,https://digitalcontent.api.tesco.com/v2/media/ghs/ef59af98-8bc4-4f88-8c57-d3008ca9c885/a0101027-ee3e-4590-b479-6e7e13e1dadc_554045779.jpeg?h=225&w=225
Plenish Organic Soya 1LTR,2.25,2.25,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/305205240,https://digitalcontent.api.tesco.com/v2/media/ghs/68e81eb0-8acc-46c1-bd33-17a637f88de0/adcc09c2-a526-4fa4-aacf-ba09cddeb8e5_977930052.jpeg?h=225&w=225
The Original Oatly No Sugars Oat Long Life Drink 1L,2.0,2.0,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/314309927,https://digitalcontent.api.tesco.com/v2/media/ghs/f3580f55-1ecb-48a9-847d-a582e1f521b6/8c246bd6-0138-4c28-b31c-18007e5b0962_156058710.jpeg?h=225&w=225
Chocomel Plant Based 1 Litre,3.2,3.2,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/315050061,https://digitalcontent.api.tesco.com/v2/media/ghs/e774d568-77f7-4c29-ad47-3d62d7551fb2/b0022569-325a-4323-a892-6a49cd70d561_1633043688.jpeg?h=225&w=225
Plenish Organic Barista Soya 1L,2.25,2.25,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/316177595,https://digitalcontent.api.tesco.com/v2/media/ghs/de6763ef-1f0e-4bfb-b479-39588fb0086c/6fcad7d5-d9b7-49e3-94cd-f4a94e0f6e09.jpeg?h=225&w=225
Plenish Organic Cashew Milk Dairy Alternative Long Life 1L,2.25,2.25,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/314416570,https://digitalcontent.api.tesco.com/v2/media/ghs/47d909d6-3059-4eb4-bcac-1b22ae8f5473/adbce389-5de0-473c-a6d8-c53ccb130b17_1571893971.jpeg?h=225&w=225
Alpro Barista Caramel Chilled Drink 750ml,1.75,2.33,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/317737527,https://digitalcontent.api.tesco.com/v2/media/ghs/31ff8039-9315-442c-8919-91e20665ac3e/69ba481c-9816-4eaa-9743-801b6f15ae98_1307055316.jpeg?h=225&w=225
Alpro Plant Protein 38g Soya Chilled drink 750ml,2.0,2.67,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/316636611,https://digitalcontent.api.tesco.com/v2/media/ghs/6bdb8dc7-71ed-4bca-8c1b-26d3b2695473/326b8cc3-1e8d-44c8-b597-176353103476.jpeg?h=225&w=225
Alpro 38g High Protein Soya Chilled Dairy Free Chocolate Drink 750ml,2.0,2.67,per_litre,Tesco,https://www.tesco.com/groceries/en-GB/products/316423270,https://digitalcontent.api.tesco.com/v2/media/ghs/35323ec7-3efe-4e8b-8f60-8ee1cd8b968a/5ca6742f-7339-41cc-ba83-ffa1914a95f4.jpeg?h=225&w=225
The Gym Kitchen High Protein BBQ Chicken Bites 45g,1.5,33.3,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/320797327,https://digitalcontent.api.tesco.com/v2/media/ghs/dbb6701e-5935-4002-b8a5-683a910335ca/60900661-0016-4db9-86bc-5b06c6b8aeb8.jpeg?h=225&w=225
Doritos Tangy Cheese Grab Bag Crisps 48g,1.1,22.9,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317979451,https://digitalcontent.api.tesco.com/v2/media/ghs/5d0e9c20-2e0f-4b5e-b8ba-a66b92ee9d81/6fe2d1e0-dd1e-4374-a4ed-71a0f28009a5_1390539320.jpeg?h=225&w=225
Tesco Finest Sweet Pointed Peppers 180g,1.35,7.5,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314703702,https://digitalcontent.api.tesco.com/v2/media/ghs/cf127212-9c19-445c-bcb8-2015bb0d9632/7cec7632-6962-4ce6-a8b2-983f886ee03f.jpeg?h=225&w=225
Walkers Sensations Thai Sweet Chilli Grab Bag Crisps 40g,1.1,27.5,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/318180731,https://digitalcontent.api.tesco.com/v2/media/ghs/266d73c3-6655-44a5-8dd5-51020ddf2a90/2920f5e5-f235-44e5-91e9-5e994508af07_2061685219.jpeg?h=225&w=225
Walkers BBQ Grab Bag Crisps 45g,1.0,22.2,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317982095,https://digitalcontent.api.tesco.com/v2/media/ghs/beac7647-af07-4c0b-a50d-0f0d7538a8aa/77b7a18e-e16d-4eb6-9d05-047886c28b3c_1436226686.jpeg?h=225&w=225
New Covent Garden Classic Chicken Soup 280g,1.3,4.6,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/320797454,https://digitalcontent.api.tesco.com/v2/media/ghs/c2be8f57-3f8f-44f4-9b11-5f48cc18f04d/0c06bee0-ab19-4690-95af-04170318122e.jpeg?h=225&w=225
Kings Beef Biltong Rib Eye Flavour 20g,1.3,65.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317994288,https://digitalcontent.api.tesco.com/v2/media/ghs/4376e9ab-eb3f-4862-87b8-4517b63033b3/63f62ffa-e37c-4553-b906-992324fc0f26_806736157.jpeg?h=225&w=225
Tesco Finest Boneless Lamb Leg With Cornish Sea Salt & Black Pepper,16.92,23.5,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314697190,https://digitalcontent.api.tesco.com/v2/media/ghs/2e38784c-713c-4712-942d-cf0496df6ade/fecdb482-6fe6-4553-8d61-91986dbd8d6b.jpeg?h=225&w=225
New Covent Garden Creamy Tomato Soup 280g,1.3,4.6,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/320681815,https://digitalcontent.api.tesco.com/v2/media/ghs/8e9e919e-3533-4e1b-9148-928e86d08b67/5bf44f84-5a9c-4857-ab3c-c17a703c2f6d.jpeg?h=225&w=225
Tesco 12 Lamb Meatballs 336g,3.5,10.42,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317070877,https://digitalcontent.api.tesco.com/v2/media/ghs/441fe2d6-7f05-4295-b38c-2eed708ff44e/e53fbf15-96f2-471d-a9b4-11255b8cb74e.jpeg?h=225&w=225
Tesco Finest Lamb Cannon with Cornish Sea Salt & Black Pepper Butter,6.27,28.5,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317399647,https://digitalcontent.api.tesco.com/v2/media/ghs/455bb54c-7462-493e-acc3-9921d2958b65/46f27a35-6998-4f32-9b7b-07a12518bc9b.jpeg?h=225&w=225
Tesco Finest Lamb Shoulder Cornish Sea Salt & Black Pepper,22.9,16.75,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314837797,https://digitalcontent.api.tesco.com/v2/media/ghs/50083649-e082-41b2-854a-463452131e0b/233b2822-7afa-4df9-9f0e-c20e49ef12f5.jpeg?h=225&w=225
Tesco Boneless Salmon Side,19.2,24.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314107481,https://digitalcontent.api.tesco.com/v2/media/ghs/a01e6a0b-6b5d-4a51-a051-db9065d0ebb5/5ab58be2-99d1-466b-90df-3de98dee7160.jpeg?h=225&w=225
Tesco Finest Scottish Salmon Half Side 500g,10.5,21.0,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/314828514,https://digitalcontent.api.tesco.com/v2/media/ghs/30114e1d-d1db-423f-a7c6-197b3c731d4f/e22ac4af-593a-46d4-bbf4-43a74b47c259.jpeg?h=225&w=225
Tesco RTE Lemon and Parsley Steamed Salmon Fillets 180g,5.75,31.9,per_kilo,Tesco,https://www.tesco.com/groceries/en-GB/products/317404873,https://digitalcontent.api.tesco.com/v2/media/ghs/da21befc-f244-429d-927c-54b9bcc9ad10/8200f566-9771-4793-9718-7361febf6a9d.jpeg?h=225&w=225
